MULTI-W-REC-TYPE-REC,MULTI-W-REC-DIST,MUTLI-W-REC-FIELD,MULTI-W-REC-OPR,MULTI-W-REC-LEASE,MULTI-W-REC-FILLER,MULTI-W-REC-OFFSHORE,M-RECORD,TYPEW,RESER,M-COUNTY,M-TST-EFF,M-PNTR-1ST,CAP,PROD-WELL,MARG-WELL,M-DEPTH,M-PNTR-LST,M-EXC-TEST,FILLER9,M-WATER,M-REMARK,MM-PRCNT,FILLER10,M-MONTH-DATE,MM-CHG,MM-NO,MM-ALLOW,MM-ACODE,MM-TCODE,MM-LIMIT,MM-ALLOW2,MM-ACODE2,MM-TCODE2,MM-LIMIT2,MM-DATE2,MM-ALLOW3,MM-ACODE3,MM-TCODE3,MM-LIMIT3,MM-DATE3,MM-FORM-LCK,MM-SPACE1,MM-KODE2,MM-SPACE2,MM-JOHN,FILLER11,FILLER12
4,01,06469001,227627,00031,00,0,1,P,,325000,,000002,0,003000,000000,0,000004,0,00000000000,000006,,0.0,00000000000,202109,0,2,3,1,0,330,0,0,0,0,00,0,0,0,0,00,0,3,0,0,1,000000000,000000000
4,01,07850001,534219,03380,00,0,1,P,,163000,,000005,0,000000,169000,0,000298,0,00000000000,000124,,0.0,00000000000,202109,0,2,5,1,0,15744,0,0,0,0,00,0,0,0,0,00,0,26,0,0,0,000000000,000000000
4,01,15146001,036587,00177,00,0,1,P,,311000,,000299,0,007005,000000,0,000310,0,00000000000,014270,,0.0,00000000000,202109,0,2,43,1,0,682,0,0,0,0,00,0,0,0,0,00,0,41,0,0,0,000000000,000000000
4,01,17248568,427858,03269,00,0,A,P,,013000,,000311,0,006002,001000,0,000319,4,00000000000,003530,,0.0,00000000000,202109,0,2,45,1,0,1616,0,0,0,0,00,0,0,0,0,00,0,31,0,0,1,000000000,000000000
4,01,17248710,480178,03316,00,0,1,P,,013000,,000320,0,003001,001000,0,000324,0,00000000000,000370,,0.0,00000000000,202109,0,2,11,1,0,320,0,0,0,0,00,0,0,0,0,00,0,11,0,0,1,000000000,000000000
4,01,17248710,480178,03317,00,0,1,P,,013000,,000325,0,001001,000000,0,000326,0,00000000000,000060,,0.0,00000000000,202109,0,2,2,1,0,80,0,0,0,0,00,0,0,0,0,00,0,3,0,0,1,000000000,000000000
4,01,17248710,480178,03318,00,0,1,P,,013000,,000327,0,003001,000000,0,000330,0,00000000000,000099,,0.0,00000000000,202109,0,2,5,1,0,320,0,0,0,0,00,0,0,0,0,00,0,5,0,0,1,000000000,000000000
4,01,17248710,696448,03274,00,0,1,P,,013000,,000331,0,001000,000000,0,000331,0,00000000000,000070,,0.0,00000000000,202109,0,2,4,1,0,80,0,0,0,0,00,0,0,0,0,00,0,4,0,0,1,000000000,000000000
4,01,17248710,696448,03275,00,0,1,P,,013000,,000332,0,004000,005000,0,000340,0,00000000000,000150,,0.0,00000000000,202109,0,2,4,1,0,320,0,0,0,0,00,0,0,0,0,00,0,4,0,0,1,000000000,000000000
4,01,17248710,696448,03276,00,0,1,P,,013000,,000341,0,003000,011000,0,000354,0,00000000000,000114,,0.0,00000000000,202109,0,2,3,1,0,80,0,0,0,0,00,0,0,0,0,00,0,4,0,0,0,000000000,000000000
4,01,17248710,696448,03277,00,0,1,P,,013000,,000355,0,003001,001000,0,000359,0,00000000000,000320,,0.0,00000000000,202109,0,2,7,2,0,320,0,0,0,0,00,0,0,0,0,00,0,7,0,0,1,000000000,000000000
4,01,17248710,696448,03278,00,0,1,X,,013000,,000360,1,004000,009000,0,000372,0,00000000000,001040,,0.0,00000000000,202109,0,2,17,1,7,999999999,0,0,0,0,00,0,0,0,0,00,0,11,0,0,1,000000000,000000000
4,01,17248710,696448,03293,00,0,1,P,,013000,,000373,0,004000,006000,0,000382,0,00000000000,000420,,0.0,00000000000,202109,0,2,10,2,0,320,0,0,0,0,00,0,0,0,0,00,0,10,0,0,1,000000000,000000000
4,01,17248710,696448,03296,00,0,1,P,,013000,,000383,0,007000,014000,0,000403,0,00000000000,001050,,0.0,00000000000,202109,0,2,15,2,0,640,0,0,0,0,00,0,0,0,0,00,0,19,0,0,0,000000000,000000000
4,01,17248710,696448,03301,00,0,1,X,,013000,,000404,1,007000,008000,0,000418,0,00000000000,001940,,0.0,00000000000,202109,0,2,52,1,7,999999999,0,0,0,0,00,0,0,0,0,00,0,49,0,0,1,000000000,000000000
4,01,17248710,696448,03302,00,0,1,P,,013000,,000419,0,002001,000000,0,000421,0,00000000000,000380,,0.0,00000000000,202109,0,2,6,1,0,240,0,0,0,0,00,0,0,0,0,00,0,6,0,0,0,000000000,000000000
4,01,17248710,696448,03404,00,0,1,P,,013000,,000422,0,000001,001000,0,000423,0,00000000000,000000,,0.0,00000000000,202109,0,2,0,2,5,0,0,0,0,0,00,0,0,0,0,00,0,0,0,0,0,000000000,000000000
4,01,17248710,726696,03314,00,0,1,P,,013000,,000424,0,000003,000000,0,000429,0,00000000000,000000,,0.0,00000000000,202109,0,2,0,0,0,0,0,0,0,0,00,0,0,0,0,00,0,0,0,0,0,000000000,000000000
4,01,17248710,945191,03284,00,0,1,P,,013000,,000430,0,001000,000000,0,000430,0,00000000000,000012,,0.0,00000000000,202109,0,2,3,1,0,80,0,0,0,0,00,0,0,0,0,00,0,2,0,0,1,000000000,000000000
4,01,17248710,945191,03308,00,0,1,P,,013000,,000431,0,001000,000000,0,000431,0,00000000000,000013,,0.0,00000000000,202109,0,2,3,1,0,80,0,0,0,0,00,0,0,0,0,00,0,1,0,0,1,000000000,000000000
4,01,17668001,100327,02442,00,0,1,P,,325000,,000432,0,010000,000000,0,000441,0,00000000000,000005,,0.0,00000000000,202109,0,2,2,1,0,144,0,0,0,0,00,0,0,0,0,00,0,2,0,0,0,000000000,000000000
4,01,17668001,120554,02188,00,0,A,P,,325000,,000442,0,017000,000000,0,000459,0,00000000000,000000,,0.0,00000000000,202109,0,2,5,1,0,0,0,0,0,0,00,0,0,0,0,00,0,8,0,0,1,000000000,000000000
4,01,17668001,300251,00296,00,0,1,P,,325000,,000460,0,009000,000000,0,000468,0,00000000000,000000,,0.0,00000000000,202109,0,2,3,1,0,324,0,0,0,0,00,0,0,0,0,00,0,3,0,0,0,000000000,000000000
4,01,17668001,300251,02148,00,0,A,P,,325000,,000469,0,012000,000000,0,000480,0,00000000000,000000,,0.0,00000000000,202109,0,2,4,1,0,432,0,0,0,0,00,0,0,0,0,00,0,4,0,0,0,000000000,000000000
4,01,17668001,356797,02856,00,0,1,P,,325000,,000481,0,005000,000000,0,000482,0,00000000000,000000,,0.0,00000000000,202109,0,2,3,1,0,324,0,0,0,0,00,0,0,0,0,00,0,1,0,0,0,000000000,000000000
4,01,17668001,356797,03024,00,0,1,P,,325000,,000483,0,004000,000000,0,000486,0,00000000000,000000,,0.0,00000000000,202109,0,2,2,1,0,144,0,0,0,0,00,0,0,0,0,00,0,2,0,0,0,000000000,000000000
4,01,17668001,428100,03771,00,0,1,P,,325000,,000487,0,000000,000000,0,000489,0,00000000000,000000,,0.0,00000000000,202109,0,2,1,1,0,108,0,0,0,0,00,0,0,0,0,00,0,1,0,0,1,000000000,000000000
4,01,17668001,616988,02022,00,0,1,P,,325000,,000490,0,000000,000000,0,000494,0,00000000000,000001,,0.0,00000000000,202109,0,2,2,1,0,144,0,0,0,0,00,0,0,0,0,00,0,4,0,0,1,000000000,000000000
4,01,17668001,714217,00301,00,0,A,P,,325000,,000495,0,000000,008000,0,000502,0,00000000000,000000,,0.0,00000000000,202109,0,2,0,1,0,0,0,0,0,0,00,0,0,0,0,00,0,0,0,0,0,000000000,000000000
4,01,17668001,714217,00302,00,0,A,P,,325000,,000503,0,000000,011000,0,000513,0,00000000000,000000,01-20208 CREATED IN ERROR AND MOVED TO THIS UNIT.  ACRE,0.0,00000000000,202109,0,2,2,1,0,36,0,0,0,0,00,0,0,0,0,00,0,1,0,0,1,000000000,000000000
4,01,17668001,714274,00298,00,0,1,P,,325000,,000514,0,000000,012000,0,000525,0,00000000000,000000,,0.0,00000000000,202109,0,2,5,1,0,432,0,0,0,0,00,0,0,0,0,00,0,4,0,0,0,000000000,000000000
4,01,17668001,714274,00300,00,0,A,P,,325000,,000526,0,000000,011000,0,000536,0,00000000000,000000,FILE SENT TO ATTORNEY GENERAL,0.0,00000000000,202109,0,2,0,1,0,0,0,0,0,0,00,0,0,0,0,00,0,0,0,0,0,000000000,000000000
4,01,17668001,714274,00304,00,0,1,P,,325000,,000537,0,000000,007000,0,000543,0,00000000000,000000,,0.0,00000000000,202109,0,2,0,1,0,0,0,0,0,0,00,0,0,0,0,00,0,0,0,0,0,000000000,000000000
4,01,17668001,778367,02224,00,0,1,P,,325000,,000544,0,000000,011000,0,000554,0,00000000000,000000,,0.0,00000000000,202109,0,2,13,1,0,396,0,0,0,0,00,0,0,0,0,00,0,0,0,0,1,000000000,000000000
4,01,17668001,953578,03772,00,0,1,P,,325000,,000555,0,012000,000000,0,000566,0,00000000000,000000,,0.0,00000000000,202109,0,2,5,1,0,432,0,0,0,0,00,0,0,0,0,00,0,5,0,0,0,000000000,000000000
4,01,22011500,537025,00343,00,0,1,P,,013000,,000567,0,003000,000000,0,000569,0,00000000000,000120,,0.0,00000000000,202109,0,2,5,1,0,438,0,0,0,0,00,0,0,0,0,00,0,5,0,0,0,000000000,000000000
4,01,22011500,945239,00368,00,0,1,P,,013000,,000570,0,000000,005000,0,000574,0,00000000000,000000,,0.0,00000000000,202109,0,2,0,1,0,0,0,0,0,0,00,0,0,0,0,00,0,0,0,0,0,000000000,000000000
4,01,22820001,369741,04098,00,0,A,P,,055000,,000575,0,000000,002000,0,000576,0,00000000000,000008,,0.0,00000000000,202109,0,2,2,1,0,0,0,0,0,0,00,0,0,0,0,00,0,4,0,0,0,000000000,000000000
4,01,22820001,369741,04099,00,0,A,P,,055000,,000577,0,000000,012000,0,000588,0,00000000000,000032,,0.0,00000000000,202109,0,2,3,1,0,0,0,0,0,0,00,0,0,0,0,00,0,14,0,0,0,000000000,000000000
4,01,22820001,369741,04100,00,0,A,P,,055000,,000589,0,002000,000000,2,000590,0,00000000000,000004,,0.0,00000000000,202109,0,2,4,1,0,120,0,0,0,0,00,0,0,0,0,00,0,2,0,0,0,000000000,000000000
4,01,22820001,369741,04101,00,0,A,P,,055000,,000591,0,000000,003000,0,000593,0,00000000000,000016,,0.0,00000000000,202109,0,2,5,1,0,0,0,0,0,0,00,0,0,0,0,00,0,6,0,0,0,000000000,000000000
4,01,22820001,369741,04102,00,0,A,P,,055000,,000594,0,000000,017000,0,000610,0,00000000000,000057,,0.0,00000000000,202109,0,2,2,1,0,0,0,0,0,0,00,0,0,0,0,00,0,22,0,0,0,000000000,000000000
4,01,22820001,369741,04103,00,0,A,P,,055000,,000611,0,000000,008000,0,000618,0,00000000000,000026,,0.0,00000000000,202109,0,2,4,1,0,0,0,0,0,0,00,0,0,0,0,00,0,10,0,0,0,000000000,000000000
4,01,23191333,015056,02881,00,0,1,P,,187000,,000619,0,000000,008000,0,000626,0,00000000000,000000,,0.0,00000000000,202109,0,2,0,1,0,0,0,0,0,0,00,0,0,0,0,00,0,0,0,0,0,000000000,000000000
4,01,23191333,015056,03129,00,0,1,P,,187000,,000627,0,000000,005000,0,000631,0,00000000000,000000,,0.0,00000000000,202109,0,2,0,1,0,0,0,0,0,0,00,0,0,0,0,00,0,0,0,0,0,000000000,000000000
4,01,23191333,015056,03660,00,0,1,P,,187000,,000632,0,000000,001000,0,000635,0,00000000000,000000,,0.0,00000000000,202109,0,2,0,1,0,0,0,0,0,0,00,0,0,0,0,00,0,0,0,0,0,000000000,000000000
4,01,23191333,147113,02732,00,0,1,P,,187000,,000636,0,010000,000000,0,000645,0,00000000000,000046,,0.0,00000000000,202109,0,2,5,1,0,540,0,0,0,0,00,0,0,0,0,00,0,14,0,0,0,000000000,000000000
4,01,23191333,147113,02733,00,0,1,P,,187000,,000646,0,000000,010000,0,000655,0,00000000000,000052,,0.0,00000000000,202109,0,2,5,1,0,540,0,0,0,0,00,0,0,0,0,00,0,7,0,0,0,000000000,000000000
4,01,23191333,213275,02716,00,0,1,P,,187000,,000656,0,019000,000000,0,000674,0,00000000000,000176,,0.0,00000000000,202109,0,2,8,1,0,1026,0,0,0,0,00,0,0,0,0,00,0,19,0,0,1,000000000,000000000
4,01,23191333,213275,02757,00,0,1,P,,187000,,000675,0,005000,000000,0,000679,0,00000000000,000143,UNIT RECALCULATED,0.0,00000000000,202109,0,2,7,1,0,270,0,0,0,0,00,0,0,0,0,00,0,6,0,0,0,000000000,000000000
4,01,23191333,213275,02809,00,0,1,P,,187000,,000680,0,006001,000000,0,000686,0,00000000000,000050,,0.0,00000000000,202109,0,2,5,1,0,378,0,0,0,0,00,0,0,0,0,00,0,9,0,0,0,000000000,000000000
4,01,23191333,213275,02815,00,0,1,P,,187000,,000687,0,010000,000000,0,000696,0,00000000000,000066,,0.0,00000000000,202109,0,2,6,1,0,540,0,0,0,0,00,0,0,0,0,00,0,12,0,0,0,000000000,000000000
4,01,23191333,213275,02949,00,0,1,P,,187000,,000697,0,004000,000000,0,000700,0,00000000000,000025,,0.0,00000000000,202109,0,2,4,1,0,216,0,0,0,0,00,0,0,0,0,00,0,4,0,0,0,000000000,000000000
4,01,23191333,213275,03844,00,0,1,P,,187000,,000701,0,015000,000000,0,000715,0,00000000000,000728,,0.0,00000000000,202109,0,2,6,1,0,810,0,0,0,0,00,0,0,0,0,00,0,18,0,0,1,000000000,000000000
4,01,23191333,221664,02741,00,0,1,P,,187000,,000716,0,000000,000000,0,000721,0,00000000000,000073,,0.0,00000000000,202109,0,2,8,1,0,0,0,0,0,0,00,0,0,0,0,00,0,5,0,0,0,000000000,000000000
4,01,23191333,221664,02747,00,0,1,P,,187000,,000722,0,000000,000000,0,000725,0,00000000000,000010,,0.0,00000000000,202109,0,2,1,1,0,0,0,0,0,0,00,0,0,0,0,00,0,1,0,0,0,000000000,000000000
4,01,23191333,221664,02822,00,0,1,P,,187000,,000726,0,022001,000000,0,000748,0,00000000000,000156,,0.0,00000000000,202109,0,2,5,1,0,1242,0,0,0,0,00,0,0,0,0,00,0,5,0,0,0,000000000,000000000
